type,year,title,author,partof,resources,File,tags,abstract,alias
,2012,Building a High Performance Environment for RDF Publishing,Pascal Christoph,,"https://swib.org/swib12/slides/Christoph_SWIB12_117.pdf,http://www.scivee.tv/node/55329",SWIB/SWIB2012/Building a High Performance Environment for RDF Publishing.md,"#sparql-performance,#performance,#sparql,#elasticsearch,#indexing,#lobid,#4store,#triplestore,#content/negotiation,#swib/2012,#lod","Linked Open Data can be published in different forms (flat files, RDFa, triple store). In lobid we used an approach centered around a triple store (4store). Different RDF-serializations of resources (turtle, RDF/XML, RDFa-enriched HTML presentations etc.) are generated through SPARQL queries and provided via content negotiation. Running a triple store and providing a SPARQL endpoint allows powerful queries to make the best out of LOD. But then, these queries often take their time, especially if you have a large data pool. While it is possible doing string searches via SPARQL, we found that it is not really performant dealing with lots of data, and language processing is not supported at all. Thus, we are running a search engine (elasticsearch) alongside the triple store to enable fast string searches. This talk is about indexing of data into the triple store and into the search engine in parallel to reap even more benefits from elasticsearch. As elasticsearch indexes data using JSON, this approach makes use of JSON-LD, a JSON serialization for RDF. elasticsearch comes with many features that we are looking for using with our LOD anyway - like high availability, distributed index, near-realtime updates, versioning and fast geo-searching. The talk will highlight how these benefits can be used for LOD.",SWIB
,2012,Culturegraph Authorities,Markus Geipel,,"https://swib.org/swib12/slides/Geipel_SWIB12_115.ppt,http://www.scivee.tv/node/55321",SWIB/SWIB2012/Culturegraph Authorities.md,"#uthority/files,#GND,#BEACON,#Culturegraph,#swib/2012","Authority files play an increasing role in the fields of Semantic Web and semantic search as they provide reliable identifiers for entities, which otherwise would be tedious to identify and disambiguate. The German Universal Authority File, “Gemeinsame Normdatei” (GND) comprises more than entities such as person names, conferences or events, corporate bodies, places or geographic names, subject headings, and works. It is maintained and used by a variety of cultural heritage organizations and thus has the potential to be an entry point for semantic search beyond institutional boundaries. However, as links are still unidirectional, pointing from catalogue data to the GND but not backwards, we currently face a navigational dead end. To add the missing back links is the objective of Culturegraph Authorities. By analyzing the main German library catalogues as well as crosslink data in BEACON files, the respective back links are created. By making the results available online, Culturegraph Authorities brings closer together a vast variety of cultural heritage data, while increasing the visibility of all participating institutions.",SWIB
,2012,Discovering Links for Metadata Enrichment on Computer Science Papers,"Johann Schaible,Philipp Mayr",,"https://swib.org/swib12/slides/Schaible_SWIB12_107.pdf,http://www.scivee.tv/node/55328",SWIB/SWIB2012/Discovering Links for Metadata Enrichment on Computer Science Papers.md,"#Silk,#n-triples,#SPARQL,#RDF,#dublin-core,#dcterms,#metadata/enrichment,#enrichment,#silk,#owl/sameAs,#swib/2012","Libraries, which have collections of scientific papers, most of the times show only basic information comprising title, authors, publication date, and an abstract of a paper. The user can utilize this data to manually look up more information about the paper on the web. This is time-consuming though and simply not done by many users. In this paper we demonstrate a 3-step approach using semantic web technology, which consists of integrating Linked Data in order to enlarge metadata of a paper with links to external data sources. For this we use a link discovery tool, in our case Silk. Our initial record for each computer science paper consists of its title, its authors, and its publication date. This information is represented in simple RDF using the dcterms namespace, i.e. dcterms:title, dcterms:creator, and dcterms:date. As external data sources with the highest expectations of finding additional data we identified the DBLP computer science bibliography, the Association for Computing Machinery (ACM), and the Semantic Web Conference Corpus. In the first step we build a connection between our records and each of these data sources using Silk. By defining linkage rules e.g. link dcterms:title in data set 'a' and rdfs:label in data set 'b' and a matching scenario e.g. owl:sameAs, in the second step Silk looks up equal values in both data sources. If it finds an equal value, a link between data sets will be generated. All generated links are stored as n-triples. In the third step we manually add these links to our data set, enriching a paper’s metadata. We also illustrate our experiences with SILK regarding correctness and the handling of RDF dumps and SPARQL Endpoints.",SWIB
,2012,Encoding Patron Information in RDF,Jakob Voß | Jakob Voss,,"https://swib.org/swib12/slides/Vo%C3%9F_SWIB12_103.pdf,http://www.scivee.tv/node/55392",SWIB/SWIB2012/Encoding Patron Information in RDF.md,"#bibliographic/data,#authority/files,#ontologies,#rdf,#swib/2012,#DAIA,#SIOC","Current efforts to publish library data as Linked Open Data (LOD) have focused on bibliographic data, authority files and organizations. It took some time to also publish information about single items and their current availability in particular libraries. Applications that make use of these data sets are just being created. Patron information, consisting of links between library patrons and documents held by libraries, however, is not published yet. This gap exists with good cause because of privacy concerns but also because it is difficult to get patron information out of legacy systems and because there is no encoding in RDF yet. The proposed research report will present an encoding of patron information in RDF that was created for two applications in the GBV library network. The encoding aligns with existing ontologies, namely the Document Availability Information Ontology (DAIA) and Semantically-Interlinked Online Communities (SIOC). It will be shown how patron information from library systems is extracted from (legacy) library systems and how the information is encoded in RDF, among other formats. The patron information can then be combined with other sources, while respecting patron privacy.",SWIB
,2012,Enrichment of Library Authority Files by Linked Open Data Sources,"Gerd Zechmeister,Helmut Nagy",,"https://swib.org/swib12/slides/Zechmeister_SWIB12_114.ppt,http://www.scivee.tv/node/55323",SWIB/SWIB2012/Enrichment of Library Authority Files by Linked Open Data Sources.md,"#catalogues,#authority/files,#DNB,#LOD2,#SKOS,#data/quality,#LOD2,#swib/2012,#enrichment","The Linked Data initiative enables institutions to publish and share their data following open standards and to merge, interlink and reuse data provided by numerous sources of the Linked Open Data (LOD) cloud. It might be the next paradigm shift in the library world: Catalogues, for instance, are predestined to make use of publicly available data to enrich (add pictures, geodata etc.) or annotate (add reviews, comments etc.) the content. Dynamically generated mashups of cross-media information would create an added value to library systems and its records. The LOD community in return strongly benefits from these sources as librarians revise and annotate resources, thus ensuring the quality of data. The German National Library recently made a big step forward in their ambitions of providing "cooperatively maintained German authority files for persons, corporate bodies and subject headings" as LOD DNB. The subject headings authority files are expressed with SKOS, an open WC3 specification to build thesauri. We evaluated the dataset and identified potential LOD sources to be linked with the authority files. We will show how the technology stack from the LOD2 project can be used to create links and to enrich the subject headings with LOD sources, and demonstrate an example application that presents a mashup of authority files data and matching LOD sources. An outlook to further possible use cases and application scenarios will round off the presentation.",SWIB
,2012,First Insights into the Library Track of the OAEI,Dominique Ritze,,"https://swib.org/swib12/slides/Ritze_SWIB12_109.ppt,http://www.scivee.tv/node/55324",SWIB/SWIB2012/First Insights into the Library Track of the OAEI.md,"#ontology,#ontology/matching,#TheSoz,#OAEI,#matchers,#bibliography,#subject/authority/data,#swib/2012,#STW,#ISWC,#bibliographic/domain","The OAEI is the Ontology Alignment Evaluation Initiative, an annual campaign to evaluate ontology matching systems. To compare different matching systems, various test cases with different purposes are provided by several groups. To see how well current matching systems are able to deal with data especially occurring in libraries, we submitted a library track to the OAEI. In our test case, the task is to match the Thesaurus for Economics (STW) against the Thesaurus for the Social Sciences (TheSoz). As a result, the ontology matching systems create a list of cross-concordances. Since we are in possession of cross-concordances which have been manually generated several years ago, we are able to evaluate the results of the ontology matching systems. In this presentation, we report from the OAEI ontology matching workshop held at the ISWC 2012 and show how state-of-the-art matchers perform on this specific task and whether such systems can be applied in the bibliographic domain to automatically discover cross-concordances. Knowing these concordances is very important since <mark>the subject authority data maintained by libraries are the backbone of the Semantic Web and are able to support the semantic search</mark>.",SWIB
,2012,Introduction to Linked Open Data,"Felix Ostrowski,Pascal Christoph,Adrian Pohl",,https://swib.org/swib12/slides/Christoph_SWIB12_144.zip,SWIB/SWIB2012/Introduction to Linked Open Data.md,"#swib/2012,#legal,#workshop,#RDF,#RDFs,#SPARQL,#vocabularies","This introductory workshop aims to introduce the fundamentals of Linked Data technologies on the one hand, and the basic legal issues of Open Data on the other. The RDF data model will be discussed, along with the concepts of dereferencable URIs and common vocabularies. The participants will continuously create and refine RDF documents to strengthen their knowledge on the topic. Linked Data tenets such as publishing RDF descriptions in a web environment and utilizing Content-Negotiation will be demonstrated and applied by the participants. Aggregating data from several sources and querying this data will showcase the advantages of publishing Linked Data, and RDF Schema will be introduced as an effective way of data integration. On a side track, Open Data principles will be introduced, discussed and applied to the content that is being created during the workshop.  
**Workshop outcomes**: The participants will have created openly licenced RDF descriptions of themselves, published these to a webserver, aggregated the data into a triplestore against which SPARQL queries are then executed. The possibilities of using RDFs to integrate data across vocabularies have been explored.",SWIB
,2012,LODLAM - Fostering Global Collaboration and Community,Jon Voss,,"https://swib.org/swib12/slides/Voss_SWIB12_125.pdf,http://www.scivee.tv/node/55301",SWIB/SWIB2012/LODLAM - Fostering Global Collaboration and Community.md,"#loadlam,#swib/2012,#legal","What happens when hundreds of thousands of archival photos are shared with open licenses, then mashed up with geolocation data and current photos? Or when app developers can freely utilize information and images from millions of books? Like the web of documents that became the World Wide Web, a web of data is the goal of Linked Open Data. Jon will discuss how the cultural, technological, and legal environment is enabling a growing ecosystem of open historical data and cross-pollination across business sectors, as particularly illustrated by the International Linked Open Data in Libraries, Archives and Museums Summit. We'll explore evolving examples of Linked Open Data in several institutions, and how a global community within libraries, archives and museums is beginning to play a critical role in the evolution of the Web.",SWIB
,2012,Linked Open Library Data in Practice: Lessons Learned and Opportunities for data.bnf.fr,Romain Wenz,,"https://swib.org/swib12/slides/Wenz_SWIB12_108.ppt,http://www.scivee.tv/node/55862",SWIB/SWIB2012/Linked Open Library Data in Practice - Lessons Learned and Opportunities for data.bnf.fr.md,"#BnF,#france,#frbr,#data-matching,#matching,#alignments,#modelling-principles,#library/data,#programmatically-matching,#swib/2012","The presentation will give a report on “data.bnf.fr”, the Linked Open Data project of the National Library of France (Bibliothèque nationale de France - BnF). The first purpose of data.bnf.fr is to gather data from several sources: library catalogue, archives and manuscripts, digital collections. Data.bnf.fr has reached a stage of maturity, with millions of resources. Some issues had to be solved in the course of building the project. For implementing the FRBR principles, data matching had to be done programmatically. The alignments rely on roles of authors, so as to be able to match resources at the proper FRBR level. The presentation will explain the general modelling principles. With the “Open data” initiatives led by the French government, it is possible to use an Open Licence. Once data is linked and open, what comes next? First, changes in general use, since people can now find BnF’s resources directly on the Web. Secondly, the data is being used by broader communities. For instance for small public libraries, new procedures are being explored for re-use of the dataset in local catalogues. In the long term, Semantic Web technologies could set a standard for library data, if we keep them linked and open.",SWIB
,2012,"Linking Data, Linking People",Emmanuelle Bermès,,"https://swib.org/swib12/slides/Bermes_SWIB12_126.pdf,http://www.scivee.tv/node/55380","SWIB/SWIB2012/Linking Data, Linking People.md","#linked/graph,#graph,#swib/2012,#meaning,#cooperation,#linked-library-graph","Creating a linked graph of open library data means that libraries have to go global. Global beyond the barriers of countries, languages and continents. Global beyond the challenges of formats and software systems. Global beyond the differences of intellectual property rights and licensing traditions. Global beyond the diversity of domains and data models. Library already are global in many ways, and they have been for many years. International cooperation, shared cataloguing strategies, standardization have been promoted in libraries for decades. So what's new with Linked Data ? What does it mean for libraries to change their old cooperation models and embrace the Linked Data movement ? Such a paradigm change requires not only technology and standards, but also cooperation between institutions and people. Community building is also an important aspect of the creation of an international linked library graph.",SWIB
