type,year,title,author,partof,resources,File,tags,abstract,alias
,2014,"All knowledge, annotated",Dan Whaley,,,"SWIB/SWIB2014/All knowledge, annotated.md","#swib/2014,#Open-Annotation,#W3C","This August the W3C chartered the Web Annotation Working Group, based around an RDF data model called Open Annotation, which is rapidly being integrated into new open source tools and software libraries and adopted by a diverse cross-section of scholars, scientists, educators and others. The potential is to create a new layer over the web as we know it, enabling a rich set of interactive capabilities that until now have not been possible. This talk will provide an overview of the history behind annotation as an essential idea of the web, demonstrate some of the ways its being used and suggest plans for further development.",SWIB
,2014,Analysis and Transformation of Library Metadata with Metafacture,"Christoph Böhme,Pascal Christoph",,,SWIB/SWIB2014/Analysis and Transformation of Library Metadata with Metafacture.md,"#swib/2014,#Metafacture,#Culturegraph,#metadata,#workshop","Metafacture is a versatile Java-based open source toolkit for all metadata related tasks. It was developed in the Culturegraph project. Since then it has become an important part of the software infrastructure at the German National Library. Core applications of Metafacture are metadata transformation, search indexing and statistical analyses of metadata. Despite originating from the library domain, Metafacture is format-agnostic and has successfully been employed in metadata related tasks in other domains. In this workshop participants will learn how to use Metafacture in order to analyse large datasets. After a short introduction to Metafacture three types of analyses, which are often encountered in day-to-day work at a library, will be presented: counting distinct data values, quantifying relationships between metadata records and joining metadata records. Participants will have the opportunity to perform these analyses themselves and to discuss their approaches. Prior Experience: No programming experience is required but participants should have advanced computer skills. Participants should have a basic understanding of XML. A library background is not necessary as the analyses presented in the workshop are applicable to other areas as well. Requirements: A laptop with a VirtualBox installation is required (or any other virtualisation environment that can open OVA-files). Alternatively, users can install a custom Eclipse package prior to the workshop.",SWIB
,2014,Applying a Dublin Core application profile to the digital Pina Bausch archive for ontology population management and data presentation purposes,"Kerstin Diwisch,Bernhard Thull",,,SWIB/SWIB2014/Applying a Dublin Core application profile to the digital Pina Bausch archive for ontology population management and data presentation purposes.md,"#swib/2014,#application-profiles,#DCMI","In recent years, it has become common practice in Linked Data application development to utilize application profiles for describing and constraining metadata and structure of these applications. Description Set Profiles (DSP), as proposed by the Dublin Core Metadata Initiative (DCMI) as a means of machine readable formalizations of application profiles, take this development into account. However, even with the use of application profiles, Linked Data application developers are still left with challenges concerning data input or presentation of data, especially for large datasets. An example of a large dataset is the digital Pina Bausch archive which is realized as a Linked Data archive containing data on diverse materials such as manuscripts, choreography notes, programmes, photographs, posters, drawings and videos related to Pina Bausch’s work, adding up to about 20 million triples. To address this topic, we developed and implemented a Description Set Profile in RDF containing metadata structure and constraints for the Pina Bausch archive ontology. Initially, the DSP was mostly used as a controller for an interactive form-based data editor. In the course of the project, we enhanced the DSP with information about frontend data presentation in a form that by now, it is not only used for controlling the data input flow but also as part of a controller for our archive browser. In this talk, we will provide an insight into the development of the DSP and discuss the approach.",SWIB
,2014,"Catmandu - Importing, transforming, storing and indexing data should be easy","Johann Rolschewski,Jakob Voß",,https://swib.org/swib14/slides/rolschewski_swib14_7.zip,"SWIB/SWIB2014/Catmandu - Importing, transforming, storing and indexing data should be easy.md","#swib/2014,#Catmandu,#MongoDB,#Elasticsearch","[Catmandu](https://github.com/LibreCat/Catmandu/wiki) provides a suite of software modules to ease the import, storage, retrieval, export and transformation of metadata records. Combine Catmandu modules with web application frameworks such as PSGI/Plack, document stores such as MongoDB and full text indexes such as Elasticsearch to create a rapid development environment for digital library services. After a short introduction to Catmandu and its features, we will present the domain specific language (DSL) and command line interface (CLI). Participants will be guided to transform (their) data records to a common metadata model, to store/index it in Elasticsearch or MongoDB and to export it as Linked Data. Prior Experience: We will be using a simplified DSL language. Participants should be familiar with command line interfaces (CLI). Any programming experience is welcome but not required. Requirements: Laptop with VirtualBox installed. Organisers will provide a virtualbox image (Linux guest system) beforehand. Participants should bring their own data (CSV, JSON, MAB2, MARC, PICA+, RDF or YAML).",SWIB
,2014,"Entification: The Route to "Useful" Library Data",Richard Wallis,,,SWIB/SWIB2014/Entification - The Route to 'Useful' Library Data.md,"#swib/2014,#british-library,#BL,#entitites","'Linked Data is all about identifying 'things' then describing them and their relationships in a web of other 'things', or entities. Many library linked data initiatives have focused on directly transforming records into RDF with little linking between the shared concepts captured within those records or to external authoritative representations of the same things. The British Library, with a linked data version of the British National Bibliography, was an early pioneer in attempting to model real world entities as a foundation for their data model. Similar research within OCLC, that led to the release of entities as open linked data from WorldCat.org, such as Works, has demonstrated the benefits of such an approach. It also demonstrates that there is much more than record-by-record format conversion required to successfully achieve a web of real world entities. Significant data mining processes, the open availability of authoritative data hubs (such as VIAF, FAST, Library of Congress), and the use of flexible and widely accepted vocabularies, all play a necessary part in this success. Richard will explore some of the issues and benefits of creating library data as descriptions of real world entities, and share some insights into the processes required and their results.'",SWIB
,2014,Entity Facts - A light-weight authority data service,"Christoph Böhme,Michael Büchner",,,SWIB/SWIB2014/Entity Facts - A light-weight authority data service.md,"#swib/2014,#germany,#entity-facts,#entities,#GND,#JSON-LD,#enrichment","The German National Library has published a new web service called Entity Facts. The main goal of Entity Facts is to provide aggregated information about entities from various sources in a way that makes it easy to present this data to the user. The information provided by Entity Facts is based on the Integrated Authority File (Gemeinsame Normdatei, GND) - the main authority file used in the German-speaking world - and merged with other sources such as Wikipedia, VIAF or IMDb. The information is provided as machine- and human-readable data in a straightforward and lightweight way via an Application Programming Interface (API). Our intention is to enable reuse of authority data for developers who do not have domain specific knowledge. This is realized through an easy to understand JSON-LD data model, which is providing ready-to-use data. Linking to and merging data from different sources offers new and ever improving possibilities for data enrichments. The infrastructure of the service is designed to extend and update the data sets easily. In our contribution we introduce the main goals, the present status and the features of Entity Facts, we plan to develop in future. The Deutsche Digitale Bibliothek (DDB) acts as a pilot partner and is the first client to use the service in a productive scenario. The data sets provided by Entity Facts (e.g. the data set provided for J. W. v. Goethe) establish the basis for the entity pages about persons in the DDB portal ( J. W. v. Goethe). A short demonstration will illustrate the current functionality. The presentation will close with a road map for the future development of Entity Facts.",SWIB
,2014,Introducing RDFa with schema.org for web applications,Dan Scott,,,SWIB/SWIB2014/Introducing RDFa with schema.org for web applications.md,"#swib/2014,#rdfa,#schema-org,#workshop","Part 1 - Introducing RDFa: While the W3C issued the first RDFa recommendation specification in 2008, it remained a niche method for expressing linked data. However, the RDFa 1.1 specification in 2013 and the creation of RDFa Lite brought renewed interest into this means of uniting the semantic and the document web. This section of the workshop introduces the core concepts of RDFa Lite through a series of hands-on exercises that progressively enrich a sample document with RDFa structured data. Part 2 - Adding schema.org structured data via RDFa to library applications: The schema.org vocabulary was created by the major search engines to provide a common means of publishing metadata about things that normal humans search for, such as events, people, and products. While one advantage of adopting schema.org for your library applications is that your library may benefit from more precise and enriched search results for the resources it holds, you can also enhance access to your organizational information such as locations, operating hours, and employee listings. This section of the workshop introduces the schema.org vocabulary through a set of hands-on exercises addressing use cases that are common to libraries, such as marking up different resource types and publishing organizational information. Part 3 - Configuring a structured data search engine: Google's Custom Search Engine offers a quick to deploy, but also highly configurable search service that can take advantage of structured data. This section of the workshop will lead participants through creating a simple structured data search engine, then introduce some of the refinements that are available for more advanced use cases. Part 4 - Crawling and extracting structured data: For reasons such as privacy or control, it is often preferred to create one's own search engine. This section of the workshop introduces a simple web crawler written in Python that uses RDFLib to extract structured data and store it so that it can be indexed and retrieved. Prerequisites: Attendees are expected to have a working knowledge of HTML. Some familiarity with Python would be helpful for Part 4 but is not essential.",SWIB
,2014,Introduction to Linked Open Data,"Felix Ostrowski,Adrian Pohl",,https://swib.org/swib14/slides/ostrowski_swib14_45.pdf,SWIB/SWIB2014/Introduction to Linked Open Data.md,"#swib/2014,#workshop,#RDF","This introductory workshop aims to introduce the fundamentals of Linked Data technologies on the one hand, and the basic legal issues of Open Data on the other. The RDF data model will be discussed, along with the concepts of dereferencable URIs and common vocabularies. The participants will continuously create and refine RDF documents to strengthen their knowledge of the topic. Linked Data tenets such as publishing RDF descriptions in a web environment and utilizing Content-Negotiation will be demonstrated and applied by the participants. Aggregating data from several sources and querying this data will showcase the advantages of publishing Linked Data, and RDF Schema will be introduced as an effective way of data integration. On a side track, Open Data principles will be introduced, discussed and applied to the content that is being created during the workshop.",SWIB
,2014,KOS evolution in Linked Data,Joachim Neubert,,,SWIB/SWIB2014/KOS evolution in Linked Data.md,"#swib/2014,#SKOS,#vocabularies,#STW,#thesaurus,#versioning","Over time, Knowledge Organization Systems such as thesauri and classifications undergo lots of changes, as the knowledge domains evolve. Most SKOS publishers therefore put a version tag on their vocabularies. With the vocabularies interwoven in the open web of data, however, different versions may be the base for references in other datasets. So, updates by "third parties" are required, in indexing data as well as in mappings from or to other vocabularies. Yet answers to simple user questions such as "What's new?" or "What has changed?" are not easily obtainable. Best practices and shared standards for communicating changes precisely and making them (machine-) actionable still have to emerge. STW Thesaurus for Economics currently is subject to a series of major revisions. In a case study we review the amount and the types of changes in this process, and demonstrate how versioning in general and difficult types of changes such as the abandonment of descriptors in particular are handled. Furthermore, a method to get a tight grip on the changes, based on SPARQL queries over named graphs, is presented. And finally, the skos-history activity is introduced, which aims at the development of an ontology/application profile and best practices to describe SKOS versions and changes.",SWIB
,2014,Linked Open Data in Aggregation Scenarios: The Case of The European Library,Nuno Freire,,,SWIB/SWIB2014/Linked Open Data in Aggregation Scenarios - The Case of The European Library.md,"#swib/2014,#european-library,#MACS,#ontology,#aggregators","The paradigm of Linked Data, brings many new challenges to libraries. The generic nature of data representation used in Linked Data, while it seamlessly allows any community to manipulate the data, also brings many possible paths to its implementation. The European Library Open Dataset is derived from the collections aggregated from member libraries. The dataset is published as Linked Open Data (LOD) and made available under the Creative Commons CC0 license, in order to promote and facilitate the reuse of the data by all communities. This presentation describes the experience of The European Library in the creation of this linked dataset, the data model, and the perspectives on the benefits of linking library data in large aggregation contexts. The dataset includes national bibliographies, library catalogues, and research collections. It addresses the linking of subject heading systems widely used in Europe, by exploiting MACS (Multilingual Access to Subjects), since ontologies are key in many LOD applications, particularly in research. The task of creating LOD is demanding in terms of human and computational resources, and expertise in both information and computer science. Library aggregators provide an organizational environment where conducting LOD activities becomes less demanding for libraries. This kind of organization can leverage on existing information and communication technologies, the centralization of data, and their expertise in both library data and the semantic web.",SWIB
