type,year,title,author,partof,resources,File,tags,abstract,alias
,2011,An Introduction to Memento and Open Annotation,Herbert van de Sompel,,,SWIB/SWIB2011/An Introduction to Memento and Open Annotation.md,"#swib/2011,#memento,#framework,#Annotea,#open/annotation,#eHumanities","This session will introduce two recent technologies that are relevant to making scholarly and cultural heritage collections accessible and usable:  
(1) Conceptually, the [Memento framework](http://mementoweb.org/) introduces the time dimension that has been missing from the Web. Technically, it achieves this by introducing content negotiation in the time dimension for resources that have HTTP URIs. This allows seamless, protocol-based access to prior representations of a resource, given its URI and a desired time. Memento also yields an HTTP-based resource versioning approach that offers attractive temporal navigation features for Web resources, and that is truly powerful for leveraging Linked Data that changes over time. Memento is already catching on in the Web Archiving community, and an RFC is in the making to support broad adoption.  
(2) [Open Annotation](http://openannotation.org/) specifies a Web-centric approach aimed at annotating resources and sharing annotations across the boundaries of content collections and annotation clients. When it comes to modeling and representing annotations, Open Annotation is inspired by the W3C Annotea project. But it differs in its approach to share annotations, relying on a publish/discover paradigm that is aligned with Linked Data practices rather than on a client-server protocol as was the case with Annotea. Open Annotation's requirements gathering has focused on - sometimes complex - eHumanities use cases, but broad applicability has remained a priority throughout the effort.",SWIB
,2011,Cataloguers as the Ultimate Reasoning Machines - Training Cataloguers to Create Intelligent Linked Library data,Rurik Greenall,,,SWIB/SWIB2011/Cataloguers as the Ultimate Reasoning Machines - Training Cataloguers to Create Intelligent Linked Library data.md,"#linked/library/data,#marc,#rdf,#cataloguing,#swib/2011,#manuscripts,#cataloging","The linked library data umbrella covers many projects aimed at converting data from MARC and other traditional library formats using mapping processes and automated linking, however, at NTNU University Library we do original cataloging directly in RDF and argue that there is a huge benefit to be had from intelligent, enrichment at source; this means that the cataloguers output information that far outstrips the kind of linking created using automated processes. In fact, this is one of the key reasons we commissioned the development of a system to help our cataloguers do this. This presentation gives details of the training given to our cataloguers, the system we commissioned and the results demonstrated in our discovery platform for historical manuscripts.",SWIB
,2011,Documentation of the research process in a library as Linked Data,"Benjamin Zapilko,Brigitte Mathiak",,,SWIB/SWIB2011/Documentation of the research process in a library as Linked Data.md,"#linked/data,#gesis,#ontologies,#research,#ontology,#swrc,#swib/2011","The presentation of the entire research process as Linked Data not only makes connections between individual entities (authors, publications, research projects, etc.) explicit, but also gives them semantic information about the connection itself. In libraries, the use of Linked Data technologies can facilitate research across the entire research process by creating links to other types of information that are not necessarily documented in the library itself. Historically, different types of information are often not only documented with different, unrelated metadata standards, but also stored physically separate from each other. By using ontologies, these hurdles of data integration can be overcome and originally unconnected data can be semantically linked with each other. At GESIS - Leibniz Institute for the Social Sciences, the institute's own research process is already fully recorded in the library. The prototypical addition of linked data technologies should not only overcome technical and conceptual problems of data integration, but also present the connections within the research process. For this purpose, the established ontology SWRC (Semantic Web for Research Communities), which maps extensive research processes, is used and supplemented with new links to other established ontologies and vocabularies in order to ensure interoperability in the sense of linked data thoughts with other available data.",SWIB
,2011,Einführung in Linked Open Data,"Felix Ostrowski, Pascal Christoph",,,SWIB/SWIB2011/Einführung in Linked Open Data.md,"#swib/2011,#legal,#licenses,#FOAF","The topic of "Linked Open Data" has also attracted a great deal of attention in the library world over the past two years. On the one hand, this workshop is intended to provide a basic introduction to the underlying technologies, and on the other hand to illuminate the resulting legal issues. After an introduction to the linked data concept, the RDF model, ontologies and SKOS as well as suitable open data licenses, the participants should apply the knowledge they have gained in practice. To do this, they will create descriptions of themselves using the widely used FOAF ontology. This description should also be linked to an open data license according to linked data principles in order to implement machine-readable licensing.",SWIB
,2011,"Enhanced publications, linked data and experiences from the eco4r project",Wolfram Horstmann,,,"SWIB/SWIB2011/Enhanced publications, linked data and experiences from the eco4r project.md","#oai-ore,#bibliographic/models,#ontology,#enhanced/publications,#eco4r,#project,#long-term-archiving,#scientific-communication,#swib/2011","Research results are now available online in a wide variety of data forms (texts, software, visualizations, microdata) with different degrees of complexity in terms of their structures and models. This offers significant added value in terms of transparency and reuse and improved metadata quality and findability in (semantic) search engines. Despite existing models and prototypes (e.g. frameworks such as OAI-ORE, ontologies for bibliographic models), "enhanced publications" do not arise per se. They require documentation that must be provided by the author or a service facility such as the library. In addition, reliable linked data terminology services are required for the representation of the publications and appropriate software support. In the eco4r project, (complex) publications from productive repositories of the project partners were aggregated and visualized in a concrete application scenario. This allows the distributed publications to be compiled under new criteria. In addition to the exchange of complex information units across system boundaries, aspects of long-term archiving are also considered in the project. The lecture highlights the practical results of the project and at the same time questions the feasibility of "Enhanced Publications" for productive use in scientific communication.",SWIB
,2011,How Linking Changes the Role of Library Data: Examples from the Wider World,Thomas Baker,,,SWIB/SWIB2011/How Linking Changes the Role of Library Data - Examples from the Wider World.md,"#library-linked-data,#agrovoc,#bibliographic/description,#linked/data,#vocabularies,#swib/2011","Discussion in the W3C Library Linked Data Incubator Group (2010-2011) tended to focus on the benefits of linked-data technology to libraries. This talk explores how library data - datasets, element sets, and value vocabularies - when linked, provide new forms of support to scholarly and cultural communities in the wider world. Well-maintained value vocabularies, their concepts identified by URI and backed by institutional persistence policies, can function as magnets, forming hubs of incoming links from thousands of providers. The global agricultural research community maintains a key thesaurus, AGROVOC, through an effort distributed across multiple language areas. In the library world, the standards underpinning bibliographic description, such as ISBD, FRBR, FRAD, FRSAD, and RDA, are being translated into the language of linked data. Triplified standards provide building blocks for descriptive practice based not on fixed records, but on statements that can be recombined differently and bundled for diverse, even unanticipated, uses - aggregated "just in time" instead of being maintained "just in case". As for other artifacts of long-term cultural importance, libraries could play a key role in preserving the underlying vocabularies, ensuring their long-term usefulness as the "footnotes" of library data.",SWIB
,2011,Linked Data Light - link aggregation with BEACON,Jakob Voss,,,SWIB/SWIB2011/Linked Data Light - link aggregation with BEACON.md,"#beacon,#wikipedia,#linked/data,#swib/2011","One barrier to entry for providing and using links in the context of the Semantic Web is that the associated RDF technologies require some familiarization. For smaller institutions in particular, it is often tedious to first deal with technical aspects such as the configuration of web servers and triple stores if only a manageable number of links are to be published. The BEACON format developed as part of Wikipedia offers a simple alternative here. It should be shown how and where BEACON is already being used, when the use of BEACON makes sense and how links provided with BEACON can be adapted to other linked data applications.",SWIB
,2011,Linked data-based web services for economics,Joachim Neubert,,,SWIB/SWIB2011/Linked data-based web services for economics.md,"#autosuggest,#authority/data,#suggestion/services,#thesauri,#mappings,#rest-api,#api,#swib/2011","Web services with relatively simple programming interfaces offer an opportunity to integrate databases "on-the-fly" into your own applications with little effort. Such web services can be integrated in a Web 2.0 manner more easily than with linked data publications that follow "pure teaching" (RDF, SPARQL). This offers the libraries as a whole the opportunity to make their data - and in particular their terminology and authority data - reusable with low thresholds. An example for this are autosuggest services for personal names (and underlying identities), another suggestion services for retrieval vocabulary from thesauri, possibly enriched from mappings to other vocabularies. The technical focus - in our case on economics - also increases the relevance of the proposals. The article will describe a REST-oriented API on the one hand and the LOD-based infrastructure behind it on the other.",SWIB
,2011,Notes on Bibliographica,William Waites,,,SWIB/SWIB2011/Notes on Bibliographica.md,"#Bibliographica,#annotation,#relationships,#scholarly/works,#bibliographic/metadata,#science-mapping,#linked/data,#rdf-database,#rdf,#pylons,#project,#united-kingdom,#uk,#swib/2011","Bibliographica was conceived as a project to annotate the relationships between scholarly works and their authors so as to create a semantic map of the history and evolution of discourse in particular domains. The first step towards this was to collect a large amount of ground data, that is bibliographic metadata about the works and authors in question. To this end we have assisted in the publication of linked data version of the British National Bibliography as well as scientific publications from the medline database, some 23 million individual works in all. We have also investigated several strategies for publishing and working with this data, particularly the suitability of using RDF databases to underpin web application frameworks such as Pylons. This presentation gives an overview of our experiences in this endeavor.",SWIB
,2011,Ontology-driven scientific research with RODIN,"René Schneider,Fabio Ricci,Javier Belmonte",,,SWIB/SWIB2011/Ontology-driven scientific research with RODIN.md,"#rodin,#project,#research/project,#ontology,#skos,#france,#open-source,#swib/2011,#scientific/research","The RODIN (= ROUe D'INformation) project, which by definition is an application-oriented research project, aims to implement an alternative portal idea within the framework of E-lib.ch that allows user-defined searches in heterogeneous information sources. Ultimately, two search strategies are combined in RODIN: a simple but user-defined meta-search via widgets, and an ontology-driven advanced search, which is based on bibliographic and encyclopedic ontologies in the SKOS data model and builds on the results of the meta-search. RODIN sees itself as a tool for information specialists and advanced users in an academic context who need a differentiated and differentiating system for exploratory research that can serve as a complement to conventional search engines. After the end of the first project phase (end of 2011), RODIN will initially be available "out-of-the-box" as a general web portal in the form developed during the project period; the source code will be made available for download on an open source platform . Based on this, the software can be tailored to individual information portals ("customized version") and integrate those widgets and ontologies that are of interest for the respective research area on the websites of other portals.",SWIB
