type,year,title,author,partof,resources,File,tags,abstract,alias
,2017,(Meta)data Management with knime,"Magnus Pfeffer,Kai Eckert",,,SWIB/SWIB2017/(Meta)data Management with knime.md,"#swib/2017,#KNIME,#APIs,#enrichment,#data/processing,#analysis","KNIME has established itself over the past years as an open platform for all kinds of data processing and analysis. In this workshop, the participants can try their hands at using knime for basic data processing tasks like loading data from files, transforming data into an intermediate format and saving data into files. In the second half, the focus will be on more advanced tasks like using web apis to enrich local data. Target audience: Persons with some knowledge on data format in the bibliographic domain who want to learn about a different approach to data processing. knime is using a graphical ui and is quite intuitive. Knowledge of programming languages is helpful, but for many tasks not required at all.",SWIB
,2017,A distributed Network of Heritage Information,Enno Meijers,,,SWIB/SWIB2017/A distributed Network of Heritage Information.md,"#swib/2017,#Dutch,#network,#glam,#thesauri,#Proof-of-Concept","The Dutch Digital Heritage Network (NDE) started in 2015 by the national cultural heritage institutions as a joint effort to improve the visibility, usability and sustainability of the cultural heritage collections maintained in the GLAM institutions. One of the goals is the realization of a distributed network of heritage information that no longer depends on aggregation of the data. This talk will focus on our approach for developing a new, cross-domain, decentralized discovery infrastructure for the Dutch heritage collections. A core element in our strategy is to encourage institutions to align their information with formal Linked Data resources for people, place, periods, concepts and to publish their data as Linked Open Data. The NDE program works on making all relevant terminology sources available as Linked Data and provide facilities for term alignment and building new thesauri. Another important goal is to provide means for browsing the collections in a cross-domain, user centric fashion. Based on possible relevant URIs identified in the user queries we want to be able to browse the available Linked Data in the cultural heritage network. The bi-directional use of Linked Data without aggregation is still a technological challenge. We decided to build a registry that records the back links for all the URIs used in our network. Next to Linked Data definitions of organizations and datasets we will also record fingerprints of the object descriptions. This information will provide the back links which make it possible to navigate from a term URI to the objects that have a relation with this term. We are currently developing a Proof-of-Concept and will show the first results at the SWIB conference.",SWIB
,2017,"Authoring, Annotations, and Notifications in a decentralised Web with Dokieli",Sarven Capadisli,,,"SWIB/SWIB2017/Authoring, Annotations, and Notifications in a decentralised Web with Dokieli.md","#swib/2017,#dokieli,#workshop","'In this event we will explore dokieli's core principles, architectural and design patterns through demonstrations and discussions. Its sociotechnical design decisions will be justified based on freedom of expression, decentralisation, interoperability, and access. The demonstrations will look into use cases involving authoring articles, annotations, and social interactions in a decentralised manner. This workshop is for the brave ones ;) that want to get a feel of just how far existing native Web technologies and recommendations – Linked Data, read-write Web, WebID, Web Annotations, Linked Data Notifications – can go and help researchers, librarians, annotators, and developers.'",SWIB
,2017,BIBFRAME Pilot,"Ray Denenberg,Nate Trail,Sally McCallum",,,SWIB/SWIB2017/BIBFRAME Pilot.md,"#swib/2017,#linked-data,#bibframe,#pilot,#GitHub,#ontology","The Library of Congress has begun a second Pilot simulating the cataloging environment with Linked Data, a triple store, and the BIBFRAME data model. A great deal of information resulting from the Pilot will soon be available and the session will report on it. The Pilot and the whole BIBFRAME development are carried out in an open environment with specifications, conversion tools, and system components made downloadable via a web site or GitHub as they are developed. The BIBFRAME 2 ontology is also available as an OWL file and many of the controlled vocabularies used for the data, such as subjects and names, are available in RDF. The vocabulary services have been operational for over 5 years and were basic building blocks for this further development. The Pilot has taken a total-environment approach by converting the whole of the Library of Congress MARC catalog to RDF according to the BIBFRAME data model which the 60 catalogers in the Pilot “catalog against” as they create new descriptions of items. Pilot catalogers are specialists (with various language assignments) who deal with monographs, serials, moving image, recorded sound, still image, cartography, and music. The presentation will discuss the tools used (what they did well and less well), aspects of converting a very large file to a very different data model, RDF and ontology issues, and cataloger efficiencies and problems in the new environment. We will also share thoughts on how this effort may fit into the global Linked Data environment, including how it can benefit from further engagement with other communities and services.",SWIB
,2017,"BIBFRAME Use: Vocabulary, Conversion, Reconciliation","Ray Denenberg,Nate Trail,Wayne Schneider,Leif Andresen",,"https: //swib.org/swib17/slides/andresen_bibframe-use.pdf,https: //swib.org/swib17/slides/denenberg_bibframe-ontology-patterns.pdf,https: //swib.org/swib17/slides/trail_bibframe.pdf,https: //swib.org/swib17/slides/schneider-bibframe-conversion-reconciliation.pdf","SWIB/SWIB2017/BIBFRAME Use Vocabulary, Conversion, Reconciliation.md","#swib/2017,#workshop,#BIBFRAME,#MARC,#conversion","This Workshop will be an opportunity to probe topics related to BIBFRAME like ontology, MARC data conversion, and merge and match of BF data converted from MARC to produce Works, Instances, and related resources. A portion of the time will treat ontology patterns and the BIBFRAME approach. The leaders have real experience in all these aspects of BIBFRAME and are interested in an exchange of ideas related to issues they have encountered. The Pilot 2 that the Library of Congress is currently immersed in has dealt with the whole continuum from vocabulary to conversion specs to conversion to merge and match to edit.",SWIB
,2017,DOREMUS : Doing Reusable Musical Data,"Rodolphe Bailly,Jean Delahousse,Raphael Troncy",,,SWIB/SWIB2017/DOREMUS  Doing Reusable Musical Data.md,"#swib/2017,#DOREMUS,#FRBRoo,#BnF,#project,#ontology,#vocabularies,#conversion,#interlinking","DOREMUS is a research project that aims i) to propose an extension of the FRBRoo ontology to specifically describe musical resources and ii) to publish linked open datasets of several large catalogs coming from the French National Library (BnF), the Philharmonie of Paris and the French public service radio broadcaster (Radio France), that are originally described in MARC and ad-hoc XML formats. In the perspective of data interoperability between those datasets, the DOREMUS project has also produced controlled vocabularies describing keys, modes, derivations, musical genres, medium of performances by re-using existing resources (e.g. IAML vocabularies, Rameau), or creating new ones. We will present the results of DOREMUS project, including the ontology, the controlled vocabularies, the tools for data conversion and interlinking and examples of reuse of those results in a music recommendation system.",SWIB
,2017,De l’Une à l’Autre: Towards Linked Data in Special Collections Cataloging,"Regine Heberlein,Joyce Bell,Lidia Santarelli,Jennifer Baxmeyer,Peter Green",,,SWIB/SWIB2017/De l’Une à l’Autre Towards Linked Data in Special Collections Cataloging.md,"#swib/2017,#LD4P,#Princeton,#Derrida,#modeling,#vitrolib,#LD4L-Labs,#API","A member of the Mellon-funded Linked Data for Production (LD4P) initiative, LD4P at Princeton is participating in defining linked data ontologies specifically for the description of special collections materials. It uses a hand-selected set of 525 items from the Library of Jacques Derrida – all of which bear inscriptions by persons who gifted the books to Derrida or his household – to investigate tools, workflows, and data models that will make the creation of linked descriptive data for annotated material viable in a production environment. To this end, LD4P at Princeton is exploring modeling these inscriptions on an adaptation of the (W3C Web Annotation Data Model) and linking them to bibliographic data converted to (BIBFRAME 2.0) or related models. Since the VitroLib ontology editor, which was developed at Cornell University as part of the LD4L-Labs initiative, is designed to use (bibliotek-o; a supplement to BIBFRAME developed by LD4L Labs and the LD4P Ontology Group), LD4P at Princeton anticipates using bibliotek-o at least part of the time. The presentation will give an overview of the workflows and tools the group has developed, demonstrate the current data model, and discuss our current thinking on implementation issues such as front- and back-end interfaces, API's and the curation of external data sources, and lessons learned along the way.",SWIB
,2017,Every Collection is a Snowflake,George Oates,,,SWIB/SWIB2017/Every Collection is a Snowflake.md,"#swib/2017,#inconsistencies,#wellcome-library,#visualisation,#accuracy","The promise of pristine linked data is powerful and compelling, but in practice, we’re working with data created by humans, which is full of inconsistencies and gotchas. Instead of trying to force computers to understand these foibles, we’ve been working directly with data creators and using data visualisation to see the grain of individual catalogues including Open Library and the fabulous Wellcome Library collection. This work has gently challenged myths of data completeness and accuracy, and even helped data creators see their own collection data in a new light.",SWIB
,2017,Finnish National Bibliography Fennica as Linked Data,Osma Suominen,,,SWIB/SWIB2017/Finnish National Bibliography Fennica as Linked Data.md,"#swib/2017,#marc,#Fennica,#conversion,#bibframe,#schema-org,#reconciling,#HDT,#clustering,#finland","The National Library of Finland is making our national bibliography Fennica available as Linked Open Data. We are converting the data from 1 million MARC bibliographic records first to BIBFRAME 2.0 and then further to the Schema.org data model. In the process, we are clustering works extracted from the bibliographic records, reconciling entities against internal and external authorities, cleaning up many aspects of the data and linking it to further resources. The Linked Data set is CC0 licensed and served using HDT technology. The publishing of Linked Data supports other aspects of metadata development at the National Library. For some aspects of the Linked Data, we are relying on the RDA conversion of MARC records that was completed in early 2016. The work clustering methods, and their limitations, inform the discussions about potentially establishing a work authority, which is a prerequisite for real RDA cataloguing. This presentation will discuss lessons learned during the publishing process, including the selection and design of the data model, the construction of the conversion pipeline using pre-existing tools, the methods used for work clustering, reconciliation and linking as well as the infrastructure for publishing the data and keeping it up to date.",SWIB
,2017,High Quality Linked Data Generation,"Anastasia Dimou,Ben de Meester,Pieter Heyvaert,Ruben Verborgh",,,SWIB/SWIB2017/High Quality Linked Data Generation.md,"#swib/2017,#quality,#complicated,#metadata,#RML,#RML-Mapper,#RML-Workbench,#RML-Editor,#RML-Validator","Linked Data allows the description of domain-level knowledge that is understandable by both humans and machines. Nevertheless, as machines are intolerant of unexpected input, the quality of the underlying Linked Data largely determines the success of the envisaged Semantic Web. Despite, though, the significant number of existing tools, generating Linked Data by incorporating heterogeneous data from multiple sources and different formats into the Linked Open Data cloud remained complicated, let alone generating their metadata. Raw data values are expected to be used as extracted, while when data transformations occur, they remain coupled and case-specific in separate not-reusable systems. Moreover, quality assessment is performed after Linked Data is published and adjustments are manually – but rarely – applied, while the violations root is not identified. In this talk, we present a sustainable semantic-driven approach, based on the RML toolchain (RML Mapper, RML Workbench, RML Editor and RML Validator), which we adopt to address the aforementioned shortcomings and enables data owners to generate high quality Linked Data by themselves. This way, we facilitate and automate the generation of high quality Linked Data with accurate, consistent and complete metadata, offering a granular, sustainable and generic solution that shortens the Linked Data generation workflow, and achieves higher integrity within Linked Data.",SWIB
