type,year,title,author,partof,resources,File,tags,abstract,alias
,2020,Annif and Finto AI: DIY automated subject indexing from prototype to production,"Osma Suominen,Mona Lehtinen,Juho Inkinen",,,SWIB/SWIB2020/Annif and Finto AI DIY automated subject indexing from prototype to production.md,"#swib/2020,#Annif,#Finto,#subject-indexing,#REST,#API,#thesaurus","The first prototype of Annif (annif.org), the multilingual automated subject indexing tool, was created at the National Library of Finland in early 2017. Since then, the open source tool has grown from an experiment into a production system. Through its REST API it has been integrated, into the document repositories of several university libraries, the metadata workflows of the book distributor Kirjavälitys Oy that serves publishers, bookshops, libraries and schools, into the Dissemin service for publishing academic papers in open repositories, and into the automated subject indexing service Finto AI (ai.finto.fi) that was launched in May 2020 as a companion to the Finto thesaurus and ontology service. In the meantime, we have organized workshops and tutorials around Annif and automated indexing as well as grown an international community of users and developers. This presentation looks at the current state of Annif, the lessons learned during its development, how it has been received by different communities and what the next steps will look like.",SWIB
,2020,AutoSE@ZBW: Building a productive system for automated subject indexing at a scientific library,"Anna Kasprzik,Moritz Fürneisen,Christopher Bartz",,,SWIB/SWIB2020/AutoSE@ZBW Building a productive system for automated subject indexing at a scientific library.md,"#swib/2020,#ZBW,#machine-learning,#automated-subject-indexing,#indexing,#metadata,#API,#statistics,#neural-networks","At ZBW we have been developing prototype machine learning solutions for an automated subject indexing in the context of applied research for several years now. However, and as of 2019 these solutions were yet to be integrated into the metadata management system and into the subject indexing workflows at ZBW. It turns out that building a corresponding software architecture is a challenge on another level which requires additional resources on top of those for academic research as well as additional expertise. In order to create a productive system that makes these machine learning solutions usable in practice and that allows a continuous development we need to look at aspects such as user and data interfaces, suitable development and test environments, system stability, modularity and continuous integration. After a strategic reorientation and preparation phase in 2019, in 2020 we have created a first proof-of-concept version of a productive system that suggests subject terms for resources from our holdings and which makes these suggestions available via an API for example to the DA-3: a tool for assisted subject indexing based on suggestions from external sources that is currently evaluated in our library network. In parallel, we have been experimenting with more advanced statistical algorithms as well as with neural networks. Our software architecture is supposed to allow the integration of new methods as smoothly as possible without interruptions to the service. This presentation sums up our first steps towards a productive system, first lessons learned, and projects some milestones for the way ahead.",SWIB
,2020,Automated subject indexing with Annif,"Osma Suominen,Mona Lehtinen,Juho Inkinen,Anna Kasprzik,Moritz Fürneisen",,,SWIB/SWIB2020/Automated subject indexing with Annif.md,"#swib/2020,#Annif,#metadata,#REST,#API,#workshop,#vocabularies","'Due to the proliferation of digital publications, intellectual subject indexing of every single literature resource in institutions such as libraries is no longer possible. For the task of providing subject-based access to information resources of different kinds and with varying amounts of available metadata, it has become necessary to explore possibilities of automation. In this hands-on tutorial, participants will be introduced to the multilingual automated subject indexing tool Annif (annif.org) as a potential component in a library’s metadata generation system. By completing exercises, participants will get practical experience on setting up Annif, training algorithms using example data, and using Annif to produce subject suggestions for new documents using the command line interface, the web user interface and REST API provided by the tool. The tutorial will also introduce the corpus formats supported by Annif so that participants will be able to apply the tool to their own vocabularies and documents. The tutorial will be organized using the flipped classroom approach: participants are provided with a set of instructional videos and written exercises, and are expected to attempt to complete them on their own time before the tutorial event, starting at least a week in advance. The actual event will be dedicated to solving problems, asking questions and getting a feeling of the community around Annif. Participants are instructed to use a computer with at least 8GB of RAM and at least 20 GB free disk space to complete the exercises. The organizers will provide the software as a preconfigured VirtualBox virtual machine. Alternatively, Docker images and a native Linux install option are provided for users familiar with those environments. No prior experience with the Annif tool is required, but participants are expected to be familiar with subject vocabularies (e.g. thesauri, subject headings or classification systems) and subject metadata that reference those vocabularies. The workshop Automated subject indexing with Annif is not recorded. Workshop material with step by step walkthroughs and video recordings for self-learning is available online. For more information on Annif, see also the Annif homepage and wiki. Last but not least don't hesitate contacting us e.g. via the Annif user group.'",SWIB
,2020,Automated tools for propagating a common hierarchy from a set of vocabularies,Joeli Takala,,,SWIB/SWIB2020/Automated tools for propagating a common hierarchy from a set of vocabularies.md,"#swib/2020,#Finto,#controlled-vocabularies,#indexing,#subject indexing,#SKOS,#YSO,#vocabulary,#KOKO","Through finto.fi the National Library of Finland publishes controlled vocabularies for subject indexing and linking data. Linked Open Data formats such as SKOS, also enable us to combine several vocabularies into a common repository of concepts from various sources. The purpose is to expand one general-purpose vocabulary with others of more specific fields of knowledge in a way that enables us to cover a wider context with one vocabulary. The problem is in assessing and ensuring the interoperability of each vocabulary when used in this manner. The combined data set consists of the Finnish General Upper Ontology (YSO) and fifteen domain-specific controlled vocabularies published in SKOS format. Each vocabulary broadly follows the same data model, with each sharing the upper hierarchy of YSO. In total this amounts to 2.1M triples which are combined into 57k unique concepts and 246k labels in a single common vocabulary, KOKO. The tool used for creating the combined vocabulary is a twelve-step algorithm which is combined with the tools for change-tracking and automated quality assessment in order to publish a common vocabulary of consistent quality. The difficulties arise from recognising the common error types in the data structure of a single vocabulary which would not look alarming on their own, but would create complex dynamics if the vocabularies were combined and different error types cascaded on top of each other. The end result may seem confusing for a user and should be avoided whenever possible. Apart from assessing whether such mistakes exist in the data, we also need to address data synchronisation problems when concepts from one vocabulary are shifted in the hierarchy, removed altogether or split into several new concepts of similar meaning. To achieve this, the update process of each of the vocabularies is synchronised with the updates of the YSO’s hierarchy.",SWIB
,2020,Automatic indexing of institutional repository content using SKOS,Ricardo Eito-Brun,,,SWIB/SWIB2020/Automatic indexing of institutional repository content using SKOS.md,"#swib/2020,#indexing,#SKOS,#UNESCO,#thesaurus,#PoolParty,#descriptors,#thesaurus/descriptors","The lack of well-defined indexing practices is a common problem in most institutional repositories. Researchers typically assign keywords to their submissions, these terms, however are not extracted from a controlled vocabulary or thesaurus. This leads to ambiguity and lack of specificity in the terms which are used to describe the content of their contributions. This presentation describes an approach used to complete the automatic assignment of descriptors and keywords taken from a thesaurus (the UNESCO thesaurus) to contributions which had already been published. The process is run with the help of an existing commercial tool, PoolParty. The experiment runs a process to automatically identify the thesaurus descriptors that describe the content of the documents published in the institutional repository of a Spanish university. Once the thesaurus descriptors are assigned to the existing documents, it is feasible to use the theasurus to expand queries and to assist end-users in the selection of search terms. This brings about improved search capabilities, as users are in a position to identify both, additional related terms and more general and specific terms in order to improve their search queries.''",SWIB
,2020,BIBFRAME instance mining: Toward authoritative publisher entities using association rules,Jim Hahn,,,SWIB/SWIB2020/BIBFRAME instance mining Toward authoritative publisher entities using association rules.md,"#swib/2020,#Share-VDE,#project,#enrichment,#BIBFRAME,#data/mining,#machine-learning,#ISBN,#MARC","The catalyst for this talk stems from work within the Share-VDE initiative, a shared discovery environment based on linked data. The project encompasses enrichment with linked open data and subsequent conversion from MARC to BIBFRAME/RDF and creation of a cluster knowledge base made up of over 400 million triples. The resulting BIBFRAME network is comprised of the BIBFRAME entities Work and Instance, among other Share-VDE specific entities. With the transition of a shared catalog to BIBFRAME linked data, there is now a pressing need for identifying the canonical Instance for clustering in BIBFRAME. A fundamental component of Instance identification is by way of authoritative publisher entities. Previous work in this area by OCLC research (Connaway & Dickey, 2011) proposed a data mining approach for developing an experimental Publisher Name Authority File (PNAF). The OCLC research was able to create profiles for "high-incidence" publishers after data mining and clustering of publishers. As a component of PNAF, Connaway & Dickney were able to provide detailed subject analysis of publishers. This presentation will detail a case study of machine learning methods over a corpus of subjects, main entries, and added entries, as antecedents into association rules to derive consequent publisher entities. The departure point for the present research into identification of authoritative publisher entities is to focus on clustering, reconciliation and re-use of ISBN and subfield b of MARC 260 along with the subjects (650 - Subject Added Entry), main entries (1XX - Main Entries) and added entries (710 - Added Entry-Corporate Name) as signals to inform a training corpus into association rule mining, among other machine learning algorithms, libraries, and methods.",SWIB
,2020,Cataloging rare books as linked data: a use case,"Paloma Graciani-Picardo,Brittney Washington",,,SWIB/SWIB2020/Cataloging rare books as linked data a use case.md,"#swib/2020,#LD4P2,#ontologies,#BIBFRAME,#workflows,#self-training,#controlled/vocabularies","Linked Data for Production phase 2 (LD4P2), a two-year pilot supported by the Andrew W. Mellon Foundation wrapped up in May 2020. As a member of the LD4P2 cohort, the Harry Ransom Center is eager to share with the community some of our activities within the project and lessons learnt. Application profiles have been at the core of LD4P2 activities and the Ransom Center has supported this effort with the evaluation of ontologies, models, vocabularies and best practices for item-level description of rare and special collection materials in a linked data collaborative environment. In this presentation, we will discuss our work analyzing MARC to BIBFRAME conversion, defining local workflows for linked data cataloguing and self-training strategies, and developing an application profile for special collections materials. We will do a quick review of the existing ontologies and controlled vocabularies relevant to the project, and present data modeling approaches and challenges. Finally, but no less important, we will emphasize the value of special collections community engagement in these types of projects and the need for continued collaboration beyond the grant.",SWIB
,2020,Changing the tires while driving the car: A pragmatic approach to implementing linked data,"David Seubert,Shawn Averkamp,Michael Lashutka",,,SWIB/SWIB2020/Changing the tires while driving the car A pragmatic approach to implementing linked data.md,"#swib/2020,#DAHR,#78rpm,#enriching,#data/mining","The Discography of American Historical Recordings (DAHR) is an online database of sound recordings made by American record companies during the 78rpm era. Based at the University of California, Santa Barbara, DAHR now includes authoritative information on over 300,000 master recordings by over 60,000 artists and has 40,000 streaming audio files online. To provide even more context for researchers using the database, DAHR editors chose to use linked data to enrich the database with information from other open data sources. With funding from the Library of Congress National Recording Preservation Board, UCSB engaged consultants at AVP in the development of a strategy for enriching DAHR by mining public data. After the harvesting and integration of data for over 18,000 names from Library of Congress Name Authority File, Wikidata, and MusicBrainz, users can now find Wikipedia biographies, photographs, and links to additional content at many other databases, such as LP reissues in Discogs, record reviews on Allmusic, or streaming audio on Spotify as well as links to names in other authority files like VIAF. In this presentation, we will share our process of harvesting data, retrofitting DAHR’s underlying FileMaker Pro data model and workflows to accommodate the addition of this new data and the minting of URIs, and leveraging the unique circumstances of the COVID-19 outbreak to redirect staff time towards quality control of this new data. We will also discuss current efforts to populate Wikidata and MusicBrainz with our newly minted URIs to provide broader entry and visibility to the DAHR database.",SWIB
,2020,Developing BIBFRAME application profiles for a cataloging community,"Paloma Graciani-Picardo,Nancy Lorimer,Christine DeZelar-Tiedman,Nancy Fallgren,Steven Folsom,Jodi Williamschen",,,SWIB/SWIB2020/Developing BIBFRAME application profiles for a cataloging community.md,"#swib/2020,#BIBFRAME,#ontology,#RDA,#PCC,#Sinopia,#modeling,#challenges,#reconciling","As libraries experiment with integrating BIBFRAME (BF) data into library workflows and applications, it is increasingly clear that there is little to no formal agreement on what a baseline BF description might be, and even how specific properties are modeled in what is a very flexible ontology. This basic agreement is imperative, at least in these early days, for data producers and developers in building out and implementing practical workflows and viable interactions among disparate data sources; the more flavors that need to be dealt with, the more difficult initial implementation will be. Additionally, there is little consensus on how to integrate BF and RDA, our primary cataloging standard, and it is difficult to move ahead without a basic mapping. The Program for Cooperative Cataloging (PCC), with its close connection to the Library of Congress and the Linked Data for Production grants, and its focus on standards-building in the MARC cataloging community, is well set up to develop standards and become a steward of well-formed BF. To that end, the PCC Sinopia Application Profiles Task Group is working on developing BF application profiles through creating PCC templates in Sinopia, the linked data editor developed in Linked Data for Production 2 grant, to serve as the basis for metadata creation by the PCC community. In this talk, we discuss the community process and challenges encountered in creating applications profiles through template development, including modeling questions, technical challenges, and reconciling BF with RDA and PCC standards.",SWIB
,2020,Generating metadata subject labels with Doc2Vec and DBPedia,Charlie Harper,,,SWIB/SWIB2020/Generating metadata subject labels with Doc2Vec and DBPedia.md,"#swib/2020,#metadata,#unsupervised learning,#clusters,#labeling,#Doc2Vec,#DBPedia,#corpora,#unlabeled/clustering,#metadata-generation","Previous approaches to metadata creation using unsupervised learning have often centered on generating document clusters, which then require manual labeling. Common approaches, such as topic modelling with Latent Dirichlet Allocation, are also limited by the need to determine the number of clusters prior to training. While this is useful for finding underlying relationships in corpora, unlabeled clustering does not provide an ideal way to generate metadata. In this presentation, I examine one way that unsupervised machine learning and linked data can be employed to generate rich metadata labels for textual resources and thereby improve resource discovery. To generate document-specific metadata, I build high-dimensional vectors using the doc2vec algorithm on DBPedia entries. DBPedia regularly collects millions of pages from wikipedia, including a unique label, an abstract, and extensive information on the semantic links between pages. While abstracts and labels can be extremely specific and are unlikely to provide broadly usable metadata tags, the linked nature of this dataset provides a valuable way to improve this. Using predicates like dct:subject and skos:broader, page vectors can be averaged together to encode higher conceptual levels of information that are labelled by a unique subject or idea. By then vectorizing an unseen document’s abstract, a k-d search tree can quickly locate the nearest subjects in vector space and suggest what labels should be assigned to a document. To explore its efficacy, this tagging approach is applied to a corpus of dissertations and theses published at Ohio universities and colleges. Methods for visualizing the tagged corpus are finally explored to determine if the linked nature of the subject tags may allow users to visually discover related texts in a more natural, less constrained way.",SWIB
